1.000000000000000021e-02,0.000000000000000000e+00,6.190000000000000000e+02,0.000000000000000000e+00,3.520000000000000000e+02,1.000000000000000021e-02,1.000000000000000000e+00,6.374871266735324671e-01,6.873195647346214132e-01
2.000000000000000042e-02,0.000000000000000000e+00,6.190000000000000000e+02,0.000000000000000000e+00,3.520000000000000000e+02,2.000000000000000042e-02,1.000000000000000000e+00,6.374871266735324671e-01,6.873195647346214132e-01
2.999999999999999889e-02,1.900000000000000000e+01,6.190000000000000000e+02,0.000000000000000000e+00,3.330000000000000000e+02,2.999999999999999889e-02,1.000000000000000000e+00,6.502100840336134668e-01,6.991190422407951299e-01
4.000000000000000083e-02,1.370000000000000000e+02,6.190000000000000000e+02,0.000000000000000000e+00,2.150000000000000000e+02,4.000000000000000083e-02,1.000000000000000000e+00,7.422062350119904561e-01,7.825537294563843504e-01
5.000000000000000278e-02,1.870000000000000000e+02,6.160000000000000000e+02,3.000000000000000000e+00,1.650000000000000000e+02,5.000000000000000278e-02,9.951534733441034231e-01,7.887323943661971315e-01,8.228693561314454064e-01
5.999999999999999778e-02,2.550000000000000000e+02,6.140000000000000000e+02,5.000000000000000000e+00,9.700000000000000000e+01,5.999999999999999778e-02,9.919224555735056681e-01,8.635724331926863950e-01,8.865145827317354454e-01
7.000000000000000666e-02,2.940000000000000000e+02,6.130000000000000000e+02,6.000000000000000000e+00,5.800000000000000000e+01,7.000000000000000666e-02,9.903069466882067351e-01,9.135618479880774911e-01,9.279442930669089540e-01
8.000000000000000167e-02,3.090000000000000000e+02,6.120000000000000000e+02,7.000000000000000000e+00,4.300000000000000000e+01,8.000000000000000167e-02,9.886914378029079131e-01,9.343511450381679628e-01,9.447360296387775636e-01
8.999999999999999667e-02,3.140000000000000000e+02,6.110000000000000000e+02,8.000000000000000000e+00,3.800000000000000000e+01,8.999999999999999667e-02,9.870759289176090912e-01,9.414483821263481822e-01,9.502332814930015692e-01
1.000000000000000056e-01,3.230000000000000000e+02,6.100000000000000000e+02,9.000000000000000000e+00,2.900000000000000000e+01,1.000000000000000056e-01,9.854604200323101582e-01,9.546165884194053319e-01,9.606299212598427006e-01
1.100000000000000006e-01,3.340000000000000000e+02,6.090000000000000000e+02,1.000000000000000000e+01,1.800000000000000000e+01,1.100000000000000006e-01,9.838449111470113362e-01,9.712918660287080952e-01,9.737767828589702912e-01
1.199999999999999956e-01,3.390000000000000000e+02,6.080000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,1.199999999999999956e-01,9.822294022617124032e-01,9.790660225442834319e-01,9.796970673541733898e-01
1.300000000000000044e-01,3.460000000000000000e+02,6.050000000000000000e+02,1.400000000000000000e+01,6.000000000000000000e+00,1.300000000000000044e-01,9.773828756058158262e-01,9.901800327332241913e-01,9.875938622265751921e-01
1.400000000000000133e-01,3.500000000000000000e+02,5.980000000000000000e+02,2.100000000000000000e+01,2.000000000000000000e+00,1.400000000000000133e-01,9.660743134087237394e-01,9.966666666666667007e-01,9.903941702550513870e-01
1.499999999999999944e-01,3.520000000000000000e+02,5.950000000000000000e+02,2.400000000000000000e+01,0.000000000000000000e+00,1.499999999999999944e-01,9.612277867528271624e-01,1.000000000000000000e+00,9.919973324441481166e-01
1.600000000000000033e-01,3.520000000000000000e+02,5.910000000000000000e+02,2.800000000000000000e+01,0.000000000000000000e+00,1.600000000000000033e-01,9.547657512116316525e-01,1.000000000000000000e+00,9.906134763660744413e-01
