9.684424996376037598e-01,1.341230235993862152e-03,7.081431802362203598e-03,2.313486114144325256e-02
9.684267044067382812e-01,1.343038631603121758e-03,7.088194601237773895e-03,2.314199134707450867e-02
9.684100747108459473e-01,1.344662392511963844e-03,7.093950174748897552e-03,2.315132878720760345e-02
9.683840274810791016e-01,1.346573000773787498e-03,7.098929490894079208e-03,2.317041903734207153e-02
9.683608412742614746e-01,1.346766832284629345e-03,7.100601680576801300e-03,2.319172210991382599e-02
9.684102535247802734e-01,1.342129777185618877e-03,7.082100957632064819e-03,2.316543459892272949e-02
9.684632420539855957e-01,1.337303896434605122e-03,7.063339464366436005e-03,2.313612960278987885e-02
9.685121178627014160e-01,1.333526568487286568e-03,7.050790358334779739e-03,2.310357615351676941e-02
9.685376286506652832e-01,1.331377890892326832e-03,7.045128382742404938e-03,2.308587171137332916e-02
9.685553908348083496e-01,1.330647035501897335e-03,7.043158169835805893e-03,2.307078428566455841e-02
9.685597419738769531e-01,1.330500701442360878e-03,7.041819859296083450e-03,2.306790091097354889e-02
9.685502648353576660e-01,1.330109545961022377e-03,7.041653152555227280e-03,2.307795546948909760e-02
9.685536026954650879e-01,1.329910708591341972e-03,7.040958851575851440e-03,2.307552471756935120e-02
9.685553908348083496e-01,1.329591614194214344e-03,7.039307150989770889e-03,2.307561598718166351e-02
9.685588479042053223e-01,1.329000690020620823e-03,7.037416100502014160e-03,2.307472936809062958e-02
9.685621261596679688e-01,1.328690676018595695e-03,7.036553230136632919e-03,2.307258918881416321e-02
9.685586690902709961e-01,1.329083926975727081e-03,7.038179785013198853e-03,2.307413890957832336e-02
9.685534834861755371e-01,1.329755876213312149e-03,7.041088771075010300e-03,2.307568863034248352e-02
9.685413241386413574e-01,1.330580096691846848e-03,7.044507190585136414e-03,2.308361418545246124e-02
9.685280323028564453e-01,1.331588136963546276e-03,7.048300933092832565e-03,2.309214882552623749e-02
9.685094356536865234e-01,1.333500491455197334e-03,7.054439745843410492e-03,2.310257218778133392e-02
9.684878587722778320e-01,1.334491767920553684e-03,7.058381102979183197e-03,2.311927452683448792e-02
9.684681892395019531e-01,1.336011220701038837e-03,7.063927594572305679e-03,2.313193678855895996e-02
9.684481620788574219e-01,1.337950932793319225e-03,7.070160470902919769e-03,2.314372733235359192e-02
9.684223532676696777e-01,1.339510548859834671e-03,7.076444569975137711e-03,2.316167019307613373e-02
9.683936238288879395e-01,1.341947936452925205e-03,7.085884455591440201e-03,2.317860536277294159e-02
9.683657884597778320e-01,1.344161806628108025e-03,7.093808148056268692e-03,2.319628186523914337e-02
9.683372974395751953e-01,1.346416887827217579e-03,7.101194001734256744e-03,2.321505174040794373e-02
9.683015942573547363e-01,1.349141006357967854e-03,7.109968457370996475e-03,2.323932014405727386e-02
9.682654142379760742e-01,1.351608661934733391e-03,7.119489833712577820e-03,2.326348051428794861e-02
9.682376980781555176e-01,1.353952335193753242e-03,7.128267548978328705e-03,2.328019030392169952e-02
9.682700037956237793e-01,1.350383507087826729e-03,7.115254178643226624e-03,2.326442115008831024e-02
9.683130383491516113e-01,1.347530167549848557e-03,7.102901581674814224e-03,2.323647588491439819e-02
9.683265686035156250e-01,1.346677425317466259e-03,7.099144160747528076e-03,2.322765626013278961e-02
9.683210849761962891e-01,1.346814213320612907e-03,7.101613562554121017e-03,2.323047444224357605e-02
9.683067798614501953e-01,1.348407240584492683e-03,7.107995916157960892e-03,2.323693223297595978e-02
9.682785868644714355e-01,1.350444974377751350e-03,7.115914486348628998e-03,2.325512468814849854e-02
9.682470560073852539e-01,1.353153376840054989e-03,7.125699426978826523e-03,2.327413484454154968e-02
9.682088494300842285e-01,1.355823595076799393e-03,7.134883664548397064e-03,2.330037578940391541e-02
9.681706428527832031e-01,1.358687062747776508e-03,7.145353592932224274e-03,2.332536876201629639e-02
9.681280851364135742e-01,1.362380688078701496e-03,7.157987914979457855e-03,2.335156127810478210e-02
9.681149721145629883e-01,1.362505368888378143e-03,7.159225642681121826e-03,2.336323074996471405e-02
9.681490659713745117e-01,1.359670306555926800e-03,7.147593423724174500e-03,2.334370277822017670e-02
9.681702852249145508e-01,1.358461682684719563e-03,7.141410373151302338e-03,2.332983724772930145e-02
9.681728482246398926e-01,1.358464593067765236e-03,7.141493726521730423e-03,2.332716807723045349e-02
9.681547880172729492e-01,1.359708257950842381e-03,7.147004827857017517e-03,2.333852089941501617e-02
9.681426882743835449e-01,1.360577763989567757e-03,7.151006720960140228e-03,2.334569767117500305e-02
9.681434631347656250e-01,1.360866357572376728e-03,7.152188569307327271e-03,2.334353327751159668e-02
9.681529998779296875e-01,1.359508489258587360e-03,7.147124968469142914e-03,2.334033139050006866e-02
9.681748747825622559e-01,1.358008943498134613e-03,7.141597103327512741e-03,2.332559786736965179e-02
9.681839346885681152e-01,1.357657718472182751e-03,7.139569614082574844e-03,2.331879548728466034e-02
9.681792259216308594e-01,1.357295201160013676e-03,7.139538880437612534e-03,2.332391962409019470e-02
9.681923389434814453e-01,1.356516266241669655e-03,7.135864347219467163e-03,2.331534773111343384e-02
9.682072997093200684e-01,1.355135696940124035e-03,7.130008656531572342e-03,2.330751717090606689e-02
9.682250618934631348e-01,1.353243249468505383e-03,7.123961113393306732e-03,2.329774945974349976e-02
9.682433009147644043e-01,1.352046499960124493e-03,7.120726164430379868e-03,2.328392304480075836e-02
9.682506322860717773e-01,1.351922051981091499e-03,7.120202761143445969e-03,2.327718958258628845e-02
9.682466387748718262e-01,1.352247199974954128e-03,7.121993694454431534e-03,2.327921427786350250e-02
9.682304263114929199e-01,1.353368279524147511e-03,7.126432843506336212e-03,2.328982576727867126e-02
9.682083129882812500e-01,1.355002052150666714e-03,7.132655009627342224e-03,2.330397814512252808e-02
9.681797027587890625e-01,1.357712666504085064e-03,7.141819689422845840e-03,2.332069352269172668e-02
9.681409001350402832e-01,1.360213966108858585e-03,7.150839548557996750e-03,2.334797009825706482e-02
