2.609786391258239746e-01,2.441700696945190430e-01,2.492529749870300293e-01,2.455983161926269531e-01
2.609254419803619385e-01,2.441769689321517944e-01,2.492625862360000610e-01,2.456350326538085938e-01
2.608429789543151855e-01,2.442049384117126465e-01,2.492651343345642090e-01,2.456869333982467651e-01
2.607440352439880371e-01,2.442496865987777710e-01,2.492601722478866577e-01,2.457461208105087280e-01
2.606492340564727783e-01,2.443022727966308594e-01,2.492484152317047119e-01,2.458000630140304565e-01
2.605719268321990967e-01,2.443542778491973877e-01,2.492321282625198364e-01,2.458416521549224854e-01
2.605145275592803955e-01,2.444009035825729370e-01,2.492139190435409546e-01,2.458706945180892944e-01
2.604849338531494141e-01,2.444362044334411621e-01,2.491959482431411743e-01,2.458829283714294434e-01
2.604793608188629150e-01,2.444586157798767090e-01,2.491804212331771851e-01,2.458816170692443848e-01
2.605011463165283203e-01,2.444652318954467773e-01,2.491687089204788208e-01,2.458648979663848877e-01
2.605460584163665771e-01,2.444561421871185303e-01,2.491619884967803955e-01,2.458358108997344971e-01
2.606191933155059814e-01,2.444287985563278198e-01,2.491609156131744385e-01,2.457911372184753418e-01
2.607110142707824707e-01,2.443856894969940186e-01,2.491661906242370605e-01,2.457371205091476440e-01
2.608089148998260498e-01,2.443319410085678101e-01,2.491776645183563232e-01,2.456814795732498169e-01
2.608966529369354248e-01,2.442754656076431274e-01,2.491940706968307495e-01,2.456338107585906982e-01
2.609043419361114502e-01,2.442456483840942383e-01,2.492128610610961914e-01,2.456371635198593140e-01
2.608689963817596436e-01,2.442396432161331177e-01,2.492270767688751221e-01,2.456642538309097290e-01
2.608497738838195801e-01,2.442380636930465698e-01,2.492347955703735352e-01,2.456773519515991211e-01
2.608458101749420166e-01,2.442355602979660034e-01,2.492390722036361694e-01,2.456795275211334229e-01
2.608680129051208496e-01,2.442245930433273315e-01,2.492420822381973267e-01,2.456652820110321045e-01
2.609131038188934326e-01,2.442027330398559570e-01,2.492462843656539917e-01,2.456378787755966187e-01
2.609859406948089600e-01,2.441661059856414795e-01,2.492532730102539062e-01,2.455947399139404297e-01
2.610737085342407227e-01,2.441174387931823730e-01,2.492644339799880981e-01,2.455443888902664185e-01
2.611821293830871582e-01,2.440549433231353760e-01,2.492799907922744751e-01,2.454829514026641846e-01
2.613053321838378906e-01,2.439800798892974854e-01,2.493004649877548218e-01,2.454141229391098022e-01
2.614368796348571777e-01,2.438955754041671753e-01,2.493256926536560059e-01,2.453418225049972534e-01
2.615516781806945801e-01,2.438118308782577515e-01,2.493550479412078857e-01,2.452814877033233643e-01
2.616525888442993164e-01,2.437314391136169434e-01,2.493860721588134766e-01,2.452298849821090698e-01
2.617219984531402588e-01,2.436632364988327026e-01,2.494171410799026489e-01,2.451976537704467773e-01
2.617762088775634766e-01,2.436047643423080444e-01,2.494457215070724487e-01,2.451732903718948364e-01
2.618250846862792969e-01,2.435528337955474854e-01,2.494713068008422852e-01,2.451508045196533203e-01
2.618735134601593018e-01,2.435047030448913574e-01,2.494942396879196167e-01,2.451275438070297241e-01
2.619323134422302246e-01,2.434552311897277832e-01,2.495152652263641357e-01,2.450972348451614380e-01
2.620052397251129150e-01,2.434009015560150146e-01,2.495356649160385132e-01,2.450581490993499756e-01
2.620928287506103516e-01,2.433397173881530762e-01,2.495568394660949707e-01,2.450106143951416016e-01
2.621768414974212646e-01,2.432771176099777222e-01,2.495796829462051392e-01,2.449664175510406494e-01
2.622536122798919678e-01,2.432158142328262329e-01,2.496034055948257446e-01,2.449271231889724731e-01
2.623129189014434814e-01,2.431610375642776489e-01,2.496272325515747070e-01,2.448987960815429688e-01
2.623459994792938232e-01,2.431181967258453369e-01,2.496495991945266724e-01,2.448861598968505859e-01
2.623645961284637451e-01,2.430855333805084229e-01,2.496688812971115112e-01,2.448810487985610962e-01
2.623810172080993652e-01,2.430586367845535278e-01,2.496846467256546021e-01,2.448757141828536987e-01
2.623891830444335938e-01,2.430384606122970581e-01,2.496976703405380249e-01,2.448746711015701294e-01
2.624007165431976318e-01,2.430206537246704102e-01,2.497080266475677490e-01,2.448705881834030151e-01
2.624160349369049072e-01,2.430035173892974854e-01,2.497166842222213745e-01,2.448637783527374268e-01
2.624480426311492920e-01,2.429811805486679077e-01,2.497244477272033691e-01,2.448463290929794312e-01
2.624816596508026123e-01,2.429569512605667114e-01,2.497328221797943115e-01,2.448285669088363647e-01
2.625058591365814209e-01,2.429352253675460815e-01,2.497417628765106201e-01,2.448171079158782959e-01
2.625442445278167725e-01,2.429088503122329712e-01,2.497504502534866333e-01,2.447964698076248169e-01
2.625737786293029785e-01,2.428843677043914795e-01,2.497600167989730835e-01,2.447818517684936523e-01
2.625863850116729736e-01,2.428664118051528931e-01,2.497694641351699829e-01,2.447777539491653442e-01
2.625925838947296143e-01,2.428531199693679810e-01,2.497774660587310791e-01,2.447768151760101318e-01
2.626214325428009033e-01,2.428337782621383667e-01,2.497839927673339844e-01,2.447607368230819702e-01
2.626853585243225098e-01,2.428001910448074341e-01,2.497913539409637451e-01,2.447231411933898926e-01
2.627854049205780029e-01,2.427480071783065796e-01,2.498021423816680908e-01,2.446645051240921021e-01
2.629216313362121582e-01,2.426744103431701660e-01,2.498183846473693848e-01,2.445855587720870972e-01
2.630877792835235596e-01,2.425798773765563965e-01,2.498416006565093994e-01,2.444907277822494507e-01
2.632550001144409180e-01,2.424745261669158936e-01,2.498723268508911133e-01,2.443981170654296875e-01
2.634368836879730225e-01,2.423565387725830078e-01,2.499086856842041016e-01,2.442978471517562866e-01
