1.000000000000000021e-02,0.000000000000000000e+00,9.710000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000042e-02,0.000000000000000000e+00,9.710000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.999999999999999889e-02,0.000000000000000000e+00,9.710000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.999999999999999889e-02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000083e-02,0.000000000000000000e+00,8.210000000000000000e+02,1.500000000000000000e+02,0.000000000000000000e+00,4.000000000000000083e-02,8.455200823892894402e-01,1.000000000000000000e+00,9.162946428571429047e-01
5.000000000000000278e-02,0.000000000000000000e+00,8.120000000000000000e+02,1.590000000000000000e+02,0.000000000000000000e+00,5.000000000000000278e-02,8.362512873326467533e-01,1.000000000000000000e+00,9.108244531688165502e-01
5.999999999999999778e-02,0.000000000000000000e+00,8.030000000000000000e+02,1.680000000000000000e+02,0.000000000000000000e+00,5.999999999999999778e-02,8.269824922760040664e-01,1.000000000000000000e+00,9.052987598647125322e-01
7.000000000000000666e-02,0.000000000000000000e+00,7.630000000000000000e+02,2.080000000000000000e+02,0.000000000000000000e+00,7.000000000000000666e-02,7.857878475798145690e-01,1.000000000000000000e+00,8.800461361014993988e-01
8.000000000000000167e-02,0.000000000000000000e+00,7.470000000000000000e+02,2.240000000000000000e+02,0.000000000000000000e+00,8.000000000000000167e-02,7.693099897013387922e-01,1.000000000000000000e+00,8.696158323632129372e-01
8.999999999999999667e-02,0.000000000000000000e+00,6.500000000000000000e+02,3.210000000000000000e+02,0.000000000000000000e+00,8.999999999999999667e-02,6.694129763130792776e-01,1.000000000000000000e+00,8.019740900678593576e-01
1.000000000000000056e-01,0.000000000000000000e+00,5.760000000000000000e+02,3.950000000000000000e+02,0.000000000000000000e+00,1.000000000000000056e-01,5.932028836251287407e-01,1.000000000000000000e+00,7.446670976082739868e-01
1.100000000000000006e-01,0.000000000000000000e+00,5.590000000000000000e+02,4.120000000000000000e+02,0.000000000000000000e+00,1.100000000000000006e-01,5.756951596292482209e-01,1.000000000000000000e+00,7.307189542483660816e-01
1.199999999999999956e-01,0.000000000000000000e+00,5.520000000000000000e+02,4.190000000000000000e+02,0.000000000000000000e+00,1.199999999999999956e-01,5.684860968074150200e-01,1.000000000000000000e+00,7.248850952068286446e-01
1.300000000000000044e-01,0.000000000000000000e+00,5.460000000000000000e+02,4.250000000000000000e+02,0.000000000000000000e+00,1.300000000000000044e-01,5.623069001029865621e-01,1.000000000000000000e+00,7.198417930125247111e-01
